product_id,product_name,category,sub_category,brand,cost_price,list_price
PROD00116,Astra Smart Home Model-0116,Electronics,Smart Home,Astra,706.53,1006.94
PROD00117,Bloom Personal Care Model-0117,Beauty,Personal Care,Bloom,178.77,246.67
PROD00118,Voltix Mobiles Model-0118,Electronics,Mobiles,Voltix,1488.67,2650.11
PROD00119,HomeNest Storage Model-0119,Home & Kitchen,Storage,HomeNest,10000.71,21608.39
PROD00120,CasaPlus Furniture Model-0120,Home & Kitchen,Furniture,CasaPlus,1876.02,2616.64
PROD00121,HomeNest Decor Model-0121,Home & Kitchen,Decor,HomeNest,1578.39,1938.93
PROD00122,HomeNest Kitchen Model-0122,Home & Kitchen,Kitchen,HomeNest,434.86,607.17
PROD00123,CookCraft Kitchen Model-0123,Home & Kitchen,Kitchen,CookCraft,796.29,1347.62
PROD00124,Viva Kids Model-0124,Fashion,Kids,Viva,441.2,748.0
PROD00125,FlexGear Yoga Model-0125,Sports,Yoga,FlexGear,449.26,977.25
PROD00126,ModeHub Men Model-0126,Fashion,Men,ModeHub,1151.52,2104.13
PROD00127,Astra Audio Model-0127,Electronics,Audio,Astra,114.07,214.18
PROD00128,Voltix Smart Home Model-0128,Electronics,Smart Home,Voltix,594.43,810.32
PROD00129,Bloom Personal Care Model-0129,Beauty,Personal Care,Bloom,397.64,501.41
PROD00130,BrightHome Furniture Model-0130,Home & Kitchen,Furniture,BrightHome,197.56,304.1
PROD00131,FlexGear Fitness Model-0131,Sports,Fitness,FlexGear,1195.62,2032.49
PROD00132,ModeHub Kids Model-0132,Fashion,Kids,ModeHub,841.47,1666.41
PROD00133,Viva Men Model-0133,Fashion,Men,Viva,351.8,654.67
PROD00134,ZenLiving Storage Model-0134,Home & Kitchen,Storage,ZenLiving,721.04,1138.76
PROD00135,PureAura Makeup Model-0135,Beauty,Makeup,PureAura,1340.44,2945.98
PROD00136,ModeHub Footwear Model-0136,Fashion,Footwear,ModeHub,763.93,1327.35
PROD00137,Viva Footwear Model-0137,Fashion,Footwear,Viva,889.28,1404.62
PROD00138,FitCore Fitness Model-0138,Sports,Fitness,FitCore,496.48,681.99
PROD00139,CasaPlus Decor Model-0139,Home & Kitchen,Decor,CasaPlus,221.45,455.34
PROD00140,CasaPlus Appliances Model-0140,Home & Kitchen,Appliances,CasaPlus,225.34,478.7
PROD00141,NovaTech Smart Home Model-0141,Electronics,Smart Home,NovaTech,1013.38,1740.59
PROD00142,UrbanWeave Kids Model-0142,Fashion,Kids,UrbanWeave,2157.18,3222.98
PROD00143,SoundMax Audio Model-0143,Electronics,Audio,SoundMax,588.59,896.5
PROD00144,UrbanWeave Men Model-0144,Fashion,Men,UrbanWeave,4075.29,6313.4
PROD00145,Viva Footwear Model-0145,Fashion,Footwear,Viva,1030.6,1892.7
PROD00146,Voltix Mobiles Model-0146,Electronics,Mobiles,Voltix,1938.79,2875.38
PROD00147,FitCore Running Model-0147,Sports,Running,FitCore,704.87,944.61
PROD00148,RunX Outdoor Model-0148,Sports,Outdoor,RunX,887.71,1391.07
PROD00149,StreetNine Men Model-0149,Fashion,Men,StreetNine,1174.32,1758.64
PROD00150,Viva Accessories Model-0150,Fashion,Accessories,Viva,152.17,207.53
PROD00151,ModeHub Women Model-0151,Fashion,Women,ModeHub,1050.43,1794.06
PROD00152,ModeHub Kids Model-0152,Fashion,Kids,ModeHub,3250.15,5647.1
PROD00153,Bloom Personal Care Model-0153,Beauty,Personal Care,Bloom,710.09,928.0
PROD00154,SoundMax Smart Home Model-0154,Electronics,Smart Home,SoundMax,1702.69,3632.78
PROD00155,CasaPlus Storage Model-0155,Home & Kitchen,Storage,CasaPlus,308.59,644.56
PROD00156,ZenLiving Kitchen Model-0156,Home & Kitchen,Kitchen,ZenLiving,1594.0,3067.44
PROD00157,Astra Audio Model-0157,Electronics,Audio,Astra,1999.12,4051.78
PROD00158,Bloom Skincare Model-0158,Beauty,Skincare,Bloom,2088.31,2784.89
PROD00159,GlowLab Haircare Model-0159,Beauty,Haircare,GlowLab,4954.9,8848.81
PROD00160,Voltix Audio Model-0160,Electronics,Audio,Voltix,1040.08,1853.51
PROD00161,ModeHub Women Model-0161,Fashion,Women,ModeHub,2747.02,3566.9
PROD00162,StreetNine Men Model-0162,Fashion,Men,StreetNine,124.89,183.81
PROD00163,UrbanWeave Men Model-0163,Fashion,Men,UrbanWeave,2363.24,2955.6
PROD00164,Viva Footwear Model-0164,Fashion,Footwear,Viva,440.0,719.63
PROD00165,FlexGear Yoga Model-0165,Sports,Yoga,FlexGear,422.27,685.86
PROD00166,ActivePro Team Sports Model-0166,Sports,Team Sports,ActivePro,4184.21,6849.41
PROD00167,UrbanWeave Men Model-0167,Fashion,Men,UrbanWeave,979.79,1210.47
PROD00168,ZenLiving Appliances Model-0168,Home & Kitchen,Appliances,ZenLiving,1418.94,2852.79
PROD00169,HomeNest Decor Model-0169,Home & Kitchen,Decor,HomeNest,235.03,470.48
PROD00170,CookCraft Decor Model-0170,Home & Kitchen,Decor,CookCraft,2677.5,4917.0
PROD00171,Viva Accessories Model-0171,Fashion,Accessories,Viva,943.21,1456.73
PROD00172,SoundMax Smart Home Model-0172,Electronics,Smart Home,SoundMax,1174.58,1724.66
PROD00173,FitCore Running Model-0173,Sports,Running,FitCore,2772.4,4301.7
PROD00174,Trendora Kids Model-0174,Fashion,Kids,Trendora,2257.24,2981.86
PROD00175,SoundMax Smart Home Model-0175,Electronics,Smart Home,SoundMax,1242.78,2173.88
PROD00176,PureAura Makeup Model-0176,Beauty,Makeup,PureAura,352.59,520.0
PROD00177,UrbanWeave Accessories Model-0177,Fashion,Accessories,UrbanWeave,1460.26,2757.26
PROD00178,Bloom Makeup Model-0178,Beauty,Makeup,Bloom,256.83,327.92
PROD00179,RunX Team Sports Model-0179,Sports,Team Sports,RunX,2003.43,2591.49
PROD00180,CookCraft Kitchen Model-0180,Home & Kitchen,Kitchen,CookCraft,753.55,1090.69
PROD00181,ZenLiving Decor Model-0181,Home & Kitchen,Decor,ZenLiving,312.06,571.69
PROD00182,PureAura Personal Care Model-0182,Beauty,Personal Care,PureAura,289.64,399.86
PROD00183,RunX Outdoor Model-0183,Sports,Outdoor,RunX,648.89,1306.23
PROD00184,PeakMotion Running Model-0184,Sports,Running,PeakMotion,550.31,1186.95
PROD00185,GlowLab Haircare Model-0185,Beauty,Haircare,GlowLab,924.1,1812.42
PROD00186,ModeHub Women Model-0186,Fashion,Women,ModeHub,215.21,382.36
PROD00187,StreetNine Footwear Model-0187,Fashion,Footwear,StreetNine,502.65,691.23
PROD00188,CookCraft Kitchen Model-0188,Home & Kitchen,Kitchen,CookCraft,1114.8,2283.26
PROD00189,UrbanWeave Men Model-0189,Fashion,Men,UrbanWeave,185.84,265.92
PROD00190,Trendora Men Model-0190,Fashion,Men,Trendora,306.73,533.01
PROD00191,VelvetSkin Haircare Model-0191,Beauty,Haircare,VelvetSkin,935.72,1676.32
PROD00192,PixelPro Laptops Model-0192,Electronics,Laptops,PixelPro,1354.22,2013.88
PROD00193,Voltix Smart Home Model-0193,Electronics,Smart Home,Voltix,374.32,509.83
PROD00194,StreetNine Men Model-0194,Fashion,Men,StreetNine,720.02,1229.91
PROD00195,SoundMax Laptops Model-0195,Electronics,Laptops,SoundMax,981.55,1228.93
PROD00196,NovaTech Smart Home Model-0196,Electronics,Smart Home,NovaTech,963.24,1328.41
PROD00197,PixelPro Audio Model-0197,Electronics,Audio,PixelPro,370.44,445.61
PROD00198,Bloom Haircare Model-0198,Beauty,Haircare,Bloom,2038.5,2837.28
PROD00199,Voltix Laptops Model-0199,Electronics,Laptops,Voltix,729.94,1431.78
PROD00200,Bloom Makeup Model-0200,Beauty,Makeup,Bloom,1126.57,1564.91
PROD00201,Astra Smart Home Model-0201,Electronics,Smart Home,Astra,1050.75,1794.78
PROD00202,PixelPro Laptops Model-0202,Electronics,Laptops,PixelPro,3931.53,6645.17
PROD00203,PeakMotion Yoga Model-0203,Sports,Yoga,PeakMotion,1180.28,2090.83
PROD00204,ActivePro Running Model-0204,Sports,Running,ActivePro,624.82,1186.66
PROD00205,Astra Smart Home Model-0205,Electronics,Smart Home,Astra,265.52,560.99
PROD00206,Trendora Footwear Model-0206,Fashion,Footwear,Trendora,320.8,528.82
PROD00207,GlowLab Personal Care Model-0207,Beauty,Personal Care,GlowLab,862.05,1299.56
PROD00208,GlowLab Fragrance Model-0208,Beauty,Fragrance,GlowLab,724.33,1067.43
PROD00209,CasaPlus Decor Model-0209,Home & Kitchen,Decor,CasaPlus,589.01,1071.55
PROD00210,SoundMax Laptops Model-0210,Electronics,Laptops,SoundMax,1880.31,3885.4
PROD00211,ModeHub Accessories Model-0211,Fashion,Accessories,ModeHub,1498.94,2420.09
PROD00212,ZenLiving Decor Model-0212,Home & Kitchen,Decor,ZenLiving,356.15,556.35
PROD00213,FlexGear Running Model-0213,Sports,Running,FlexGear,457.11,671.17
PROD00214,ZenLiving Furniture Model-0214,Home & Kitchen,Furniture,ZenLiving,168.82,273.57
PROD00215,NovaTech Laptops Model-0215,Electronics,Laptops,NovaTech,427.99,807.31
PROD00216,StreetNine Women Model-0216,Fashion,Women,StreetNine,2712.44,3579.74
PROD00217,Viva Kids Model-0217,Fashion,Kids,Viva,959.36,1313.28
PROD00218,StreetNine Women Model-0218,Fashion,Women,StreetNine,419.18,561.42
PROD00219,Trendora Accessories Model-0219,Fashion,Accessories,Trendora,681.81,834.09
PROD00220,Trendora Kids Model-0220,Fashion,Kids,Trendora,2014.03,3136.89
PROD00221,Trendora Women Model-0221,Fashion,Women,Trendora,2005.54,3537.8
PROD00222,BrightHome Appliances Model-0222,Home & Kitchen,Appliances,BrightHome,830.45,1662.69
PROD00223,VelvetSkin Haircare Model-0223,Beauty,Haircare,VelvetSkin,514.55,1093.44
PROD00224,ModeHub Women Model-0224,Fashion,Women,ModeHub,1639.27,2454.66
PROD00225,ModeHub Women Model-0225,Fashion,Women,ModeHub,1982.2,3102.05
PROD00226,ModeHub Kids Model-0226,Fashion,Kids,ModeHub,546.24,719.43
PROD00227,ZenLiving Appliances Model-0227,Home & Kitchen,Appliances,ZenLiving,126.08,206.19
PROD00228,Viva Footwear Model-0228,Fashion,Footwear,Viva,1327.29,2064.75
PROD00229,ActivePro Fitness Model-0229,Sports,Fitness,ActivePro,1913.01,3320.94
PROD00230,BrightHome Appliances Model-0230,Home & Kitchen,Appliances,BrightHome,1479.75,1987.91
PROD00231,Trendora Footwear Model-0231,Fashion,Footwear,Trendora,1647.04,3187.59
PROD00232,ActivePro Running Model-0232,Sports,Running,ActivePro,286.14,421.44
PROD00233,PixelPro Smart Home Model-0233,Electronics,Smart Home,PixelPro,992.79,1860.53
PROD00234,ActivePro Outdoor Model-0234,Sports,Outdoor,ActivePro,719.52,1326.41
PROD00235,RunX Team Sports Model-0235,Sports,Team Sports,RunX,1299.0,1773.05
PROD00236,HomeNest Appliances Model-0236,Home & Kitchen,Appliances,HomeNest,383.57,592.16
PROD00237,RunX Outdoor Model-0237,Sports,Outdoor,RunX,1689.07,2498.72
PROD00238,Astra Accessories Model-0238,Electronics,Accessories,Astra,723.71,1275.83
PROD00239,CasaPlus Decor Model-0239,Home & Kitchen,Decor,CasaPlus,736.64,1015.93
PROD00240,NovaTech Accessories Model-0240,Electronics,Accessories,NovaTech,368.43,563.38
PROD00241,FlexGear Team Sports Model-0241,Sports,Team Sports,FlexGear,548.57,987.88
PROD00242,NovaTech Accessories Model-0242,Electronics,Accessories,NovaTech,395.68,503.66
PROD00243,UrbanWeave Women Model-0243,Fashion,Women,UrbanWeave,276.03,382.01
PROD00244,PixelPro Accessories Model-0244,Electronics,Accessories,PixelPro,1802.42,2382.76
PROD00245,Voltix Smart Home Model-0245,Electronics,Smart Home,Voltix,1656.85,3301.37
PROD00246,CookCraft Furniture Model-0246,Home & Kitchen,Furniture,CookCraft,1488.55,2503.78
PROD00247,Luma Fragrance Model-0247,Beauty,Fragrance,Luma,445.6,675.62
PROD00248,NovaTech Laptops Model-0248,Electronics,Laptops,NovaTech,360.71,535.37
PROD00249,SoundMax Accessories Model-0249,Electronics,Accessories,SoundMax,1167.31,1785.38
PROD00250,RunX Yoga Model-0250,Sports,Yoga,RunX,1304.79,1604.83
PROD00251,NovaTech Mobiles Model-0251,Electronics,Mobiles,NovaTech,1799.71,3762.91
PROD00252,StreetNine Kids Model-0252,Fashion,Kids,StreetNine,1217.67,2153.15
PROD00253,HomeNest Appliances Model-0253,Home & Kitchen,Appliances,HomeNest,2295.29,4429.49
PROD00254,PixelPro Smart Home Model-0254,Electronics,Smart Home,PixelPro,2512.0,5434.43
PROD00255,NovaTech Mobiles Model-0255,Electronics,Mobiles,NovaTech,1298.54,2049.14
PROD00256,BrightHome Appliances Model-0256,Home & Kitchen,Appliances,BrightHome,779.35,1562.66
PROD00257,RunX Outdoor Model-0257,Sports,Outdoor,RunX,838.57,1803.64
PROD00258,Luma Haircare Model-0258,Beauty,Haircare,Luma,1917.77,3333.05
PROD00259,PixelPro Accessories Model-0259,Electronics,Accessories,PixelPro,636.4,1120.95
PROD00260,StreetNine Kids Model-0260,Fashion,Kids,StreetNine,477.06,915.3
PROD00261,CasaPlus Storage Model-0261,Home & Kitchen,Storage,CasaPlus,559.58,1041.36
PROD00262,NovaTech Smart Home Model-0262,Electronics,Smart Home,NovaTech,205.04,415.5
PROD00263,VelvetSkin Makeup Model-0263,Beauty,Makeup,VelvetSkin,540.01,927.72
PROD00264,ZenLiving Appliances Model-0264,Home & Kitchen,Appliances,ZenLiving,1619.0,3146.47
PROD00265,PixelPro Smart Home Model-0265,Electronics,Smart Home,PixelPro,355.92,708.83
PROD00266,CookCraft Furniture Model-0266,Home & Kitchen,Furniture,CookCraft,2832.57,3845.08
PROD00267,CasaPlus Appliances Model-0267,Home & Kitchen,Appliances,CasaPlus,1424.38,1922.31
PROD00268,NovaTech Laptops Model-0268,Electronics,Laptops,NovaTech,3360.64,4839.71
PROD00269,CasaPlus Appliances Model-0269,Home & Kitchen,Appliances,CasaPlus,1539.82,2985.97
PROD00270,SoundMax Smart Home Model-0270,Electronics,Smart Home,SoundMax,2150.89,4590.41
PROD00271,Luma Fragrance Model-0271,Beauty,Fragrance,Luma,4387.43,6082.39
PROD00272,CookCraft Kitchen Model-0272,Home & Kitchen,Kitchen,CookCraft,309.95,578.71
PROD00273,CookCraft Kitchen Model-0273,Home & Kitchen,Kitchen,CookCraft,1773.38,2215.72
PROD00274,SoundMax Smart Home Model-0274,Electronics,Smart Home,SoundMax,1341.35,2856.68
PROD00275,Trendora Kids Model-0275,Fashion,Kids,Trendora,1451.13,2171.96
PROD00276,Bloom Haircare Model-0276,Beauty,Haircare,Bloom,2102.06,3036.96
PROD00277,StreetNine Men Model-0277,Fashion,Men,StreetNine,6850.77,10547.98
PROD00278,ZenLiving Appliances Model-0278,Home & Kitchen,Appliances,ZenLiving,1212.75,2187.34
PROD00279,Bloom Makeup Model-0279,Beauty,Makeup,Bloom,339.5,642.76
PROD00280,Bloom Haircare Model-0280,Beauty,Haircare,Bloom,519.8,1045.16
PROD00281,ZenLiving Decor Model-0281,Home & Kitchen,Decor,ZenLiving,1201.74,1501.9
PROD00282,FitCore Running Model-0282,Sports,Running,FitCore,638.24,788.6
PROD00283,FlexGear Outdoor Model-0283,Sports,Outdoor,FlexGear,1709.43,2247.94
PROD00284,StreetNine Men Model-0284,Fashion,Men,StreetNine,105.35,211.59
PROD00285,ActivePro Yoga Model-0285,Sports,Yoga,ActivePro,1086.07,1922.45
PROD00286,HomeNest Storage Model-0286,Home & Kitchen,Storage,HomeNest,498.76,1024.92
PROD00287,Bloom Personal Care Model-0287,Beauty,Personal Care,Bloom,295.03,535.4
PROD00288,NovaTech Mobiles Model-0288,Electronics,Mobiles,NovaTech,3590.19,6527.34
PROD00289,Voltix Smart Home Model-0289,Electronics,Smart Home,Voltix,593.22,1011.59
PROD00290,FlexGear Running Model-0290,Sports,Running,FlexGear,538.22,1061.42
PROD00291,GlowLab Fragrance Model-0291,Beauty,Fragrance,GlowLab,1568.63,3363.53
PROD00292,Viva Men Model-0292,Fashion,Men,Viva,848.72,1615.71
PROD00293,Viva Women Model-0293,Fashion,Women,Viva,1433.65,1936.93
PROD00294,UrbanWeave Accessories Model-0294,Fashion,Accessories,UrbanWeave,3464.32,4904.9
PROD00295,Trendora Kids Model-0295,Fashion,Kids,Trendora,657.09,1299.91
PROD00296,PureAura Makeup Model-0296,Beauty,Makeup,PureAura,401.47,768.64
PROD00297,ActivePro Team Sports Model-0297,Sports,Team Sports,ActivePro,1074.25,2072.68
PROD00298,Voltix Mobiles Model-0298,Electronics,Mobiles,Voltix,2305.83,3746.43
PROD00299,ZenLiving Decor Model-0299,Home & Kitchen,Decor,ZenLiving,1061.1,1370.62
PROD00300,HomeNest Appliances Model-0300,Home & Kitchen,Appliances,HomeNest,245.04,505.36
PROD00301,CookCraft Storage Model-0301,Home & Kitchen,Storage,CookCraft,1132.49,2118.22
PROD00302,Voltix Mobiles Model-0302,Electronics,Mobiles,Voltix,615.65,908.5
PROD00303,BrightHome Storage Model-0303,Home & Kitchen,Storage,BrightHome,1099.91,1574.58
PROD00304,ZenLiving Kitchen Model-0304,Home & Kitchen,Kitchen,ZenLiving,741.7,1036.15
